target_station_id,date,hour,period,pickup,dropoff,is_empty_0,is_empty_1,is_full_0,is_full_1
3237,2017-02-09,10,2,0,0,0,30,30,0
3237,2017-02-09,11,1,0,0,0,30,30,0
3237,2017-02-09,11,2,0,0,0,30,30,0
3237,2017-02-09,12,1,0,0,0,30,30,0
3237,2017-02-09,12,2,0,0,0,30,30,0
3237,2017-02-09,13,1,0,0,0,30,30,0
3237,2017-02-09,13,2,0,0,0,30,30,0
3237,2017-02-09,14,1,0,0,0,30,30,0
3237,2017-02-09,14,2,0,0,0,30,30,0
3237,2017-02-09,15,1,0,0,0,30,30,0
3237,2017-02-09,15,2,0,0,0,30,30,0
3237,2017-02-09,16,1,0,0,0,30,30,0
3237,2017-02-09,16,2,0,0,0,30,30,0
3237,2017-02-09,17,1,0,0,0,30,30,0
3237,2017-02-09,17,2,0,0,0,30,30,0
3237,2017-02-09,18,1,0,0,0,30,30,0
3237,2017-02-09,18,2,0,0,0,30,30,0
3237,2017-02-09,19,1,0,0,0,30,30,0
3237,2017-02-09,19,2,0,0,0,30,30,0
3237,2017-02-09,20,1,0,0,0,30,30,0
3237,2017-02-09,20,2,0,0,0,30,30,0
3237,2017-02-09,21,1,0,0,0,30,30,0
3237,2017-02-09,21,2,0,0,0,30,30,0
3237,2017-02-09,22,1,0,0,0,30,30,0
3237,2017-02-09,22,2,0,0,0,30,30,0
3237,2017-02-09,23,1,0,0,0,30,30,0
3237,2017-02-09,23,2,0,0,0,30,30,0
3237,2017-02-10,0,1,0,0,0,30,30,0
3237,2017-02-10,0,2,0,0,0,30,30,0
3237,2017-02-10,1,1,0,0,0,30,30,0
3237,2017-02-10,1,2,0,0,0,30,30,0
3237,2017-02-10,2,1,0,0,0,30,30,0
3237,2017-02-10,2,2,0,0,0,30,30,0
3237,2017-02-10,3,1,0,0,0,30,30,0
3237,2017-02-10,3,2,0,0,0,30,30,0
3237,2017-02-10,4,1,0,0,0,30,30,0
3237,2017-02-10,4,2,0,0,0,30,30,0
3237,2017-02-10,5,1,0,0,0,30,30,0
3237,2017-02-10,5,2,0,0,0,30,30,0
3237,2017-02-10,6,1,0,0,0,30,30,0
3237,2017-02-10,6,2,0,0,0,30,30,0
3237,2017-02-10,7,1,0,0,0,30,30,0
3237,2017-02-10,7,2,0,0,0,30,30,0
3237,2017-02-10,8,1,0,0,0,30,30,0
3237,2017-02-10,8,2,0,0,0,30,30,0
3237,2017-02-10,9,1,0,0,0,30,30,0
3237,2017-02-10,9,2,0,0,0,30,30,0
3237,2017-02-10,10,1,0,0,0,30,30,0
3237,2017-02-10,10,2,0,0,0,30,30,0
3237,2017-02-10,11,1,0,0,0,30,30,0
3237,2017-02-10,11,2,0,0,0,30,30,0
3237,2017-02-10,12,1,0,0,0,30,30,0
3237,2017-02-10,12,2,0,0,0,30,30,0
3237,2017-02-10,13,1,0,0,0,30,30,0
3237,2017-02-10,13,2,0,0,0,30,30,0
3237,2017-02-10,14,1,0,0,0,30,30,0
3237,2017-02-10,14,2,0,0,0,30,30,0
3237,2017-02-10,15,1,0,0,0,30,30,0
3237,2017-02-10,15,2,0,0,0,30,30,0
3237,2017-02-10,16,1,0,0,0,30,30,0
3237,2017-02-10,16,2,0,0,0,30,30,0
3237,2017-02-10,17,1,0,0,0,30,30,0
3237,2017-02-10,17,2,0,0,0,30,30,0
3237,2017-02-10,18,1,0,0,0,30,30,0
3237,2017-02-10,18,2,0,0,0,30,30,0
3237,2017-02-10,19,1,0,0,0,30,30,0
3237,2017-02-10,19,2,0,0,0,30,30,0
3237,2017-02-10,20,1,0,0,0,30,30,0
3237,2017-02-10,20,2,0,0,0,30,30,0
3237,2017-02-10,21,1,0,0,0,30,30,0
3237,2017-02-10,21,2,0,0,0,30,30,0
3237,2017-02-10,22,1,0,0,0,30,30,0
3237,2017-02-10,22,2,0,0,0,30,30,0
3237,2017-02-10,23,1,0,0,0,30,30,0
3237,2017-02-10,23,2,0,0,0,30,30,0
3237,2017-02-11,0,1,0,0,0,30,30,0
3237,2017-02-11,0,2,0,0,0,30,30,0
3237,2017-02-11,1,1,0,0,0,30,30,0
3237,2017-02-11,1,2,0,0,0,30,30,0
3237,2017-02-11,2,1,0,0,0,30,30,0
3237,2017-02-11,2,2,0,0,0,30,30,0
3237,2017-02-11,3,1,0,0,0,30,30,0
3237,2017-02-11,3,2,0,0,0,30,30,0
3237,2017-02-11,4,1,0,0,0,30,30,0
3237,2017-02-11,4,2,0,0,0,30,30,0
3237,2017-02-11,5,1,0,0,0,30,30,0
3237,2017-02-11,5,2,0,0,0,30,30,0
3237,2017-02-11,6,1,0,0,0,30,30,0
3237,2017-02-11,6,2,0,0,0,30,30,0
3237,2017-02-11,7,1,0,0,0,30,30,0
3237,2017-02-11,7,2,0,0,0,30,30,0
3237,2017-02-11,8,1,0,0,0,30,30,0
3237,2017-02-11,8,2,0,0,0,30,30,0
3237,2017-02-11,9,1,0,0,0,30,30,0
3237,2017-02-11,9,2,0,0,0,30,30,0
3237,2017-02-11,10,1,0,0,0,30,30,0
3237,2017-02-11,10,2,0,0,0,30,30,0
3237,2017-02-11,11,1,0,0,0,30,30,0
3237,2017-02-11,11,2,0,0,0,30,30,0
3237,2017-02-11,12,1,0,0,0,30,30,0
